C,Five-Minute Final Locational Marginal Prices
C,Filename: lmp_rt_final_4437_20201022_20201028.csv
C,Report generated 2021-01-23 03:02:24 EST
H,Location ID,Local Time,Energy Component,Congestion Component,Loss Component,LMP
D,4437,2020-10-28 20:55:00,26.6,0.01,-0.32,26.29
D,4437,2020-10-28 21:00:00,26.6,0.01,-0.32,26.29
D,4437,2020-10-28 21:05:00,26.79,0.01,-0.33,26.47
D,4437,2020-10-28 21:10:00,26.79,0.01,-0.33,26.47
D,4437,2020-10-28 21:15:00,27.29,0.01,-0.42,26.88
D,4437,2020-10-28 21:20:00,29.82,0.03,-0.44,29.41
D,4437,2020-10-28 21:25:00,29.82,0.03,-0.44,29.41
D,4437,2020-10-28 21:30:00,29.82,0.03,-0.44,29.41
D,4437,2020-10-28 21:35:00,29.82,0.03,-0.44,29.41
D,4437,2020-10-28 21:40:00,27.86,0.01,-0.42,27.45
D,4437,2020-10-28 21:45:00,27.86,0.01,-0.42,27.45
D,4437,2020-10-28 21:50:00,30.07,0.01,-0.49,29.59
D,4437,2020-10-28 21:55:00,30.07,0.01,-0.49,29.59
D,4437,2020-10-28 22:00:00,30.07,0.01,-0.49,29.59
D,4437,2020-10-28 22:05:00,31.9,0.01,-0.49,31.42
D,4437,2020-10-28 22:10:00,31.9,0.01,-0.49,31.42
D,4437,2020-10-28 22:15:00,26.63,0.01,-0.42,26.22
D,4437,2020-10-28 22:20:00,26.63,0.01,-0.42,26.22
D,4437,2020-10-28 22:25:00,26.63,0.01,-0.42,26.22
D,4437,2020-10-28 22:30:00,26.63,0.01,-0.42,26.22
D,4437,2020-10-28 22:35:00,31.89,0.01,-0.55,31.35
D,4437,2020-10-28 22:40:00,31.89,0.01,-0.55,31.35
D,4437,2020-10-28 22:45:00,31.89,0.01,-0.55,31.35
D,4437,2020-10-28 22:50:00,31.88,0.01,-0.56,31.33
D,4437,2020-10-28 22:55:00,31.88,0.01,-0.56,31.33
D,4437,2020-10-28 23:00:00,31.88,0.01,-0.56,31.33
D,4437,2020-10-28 23:05:00,31.88,0.01,-0.56,31.33
D,4437,2020-10-28 23:10:00,32.45,0.24,-0.55,32.14
D,4437,2020-10-28 23:15:00,32.45,0.24,-0.55,32.14
D,4437,2020-10-28 23:20:00,32.45,0.24,-0.55,32.14
D,4437,2020-10-28 23:25:00,32.45,0.24,-0.61,32.08
D,4437,2020-10-28 23:30:00,32.45,0.24,-0.61,32.08
D,4437,2020-10-28 23:35:00,32.45,0.24,-0.61,32.08
D,4437,2020-10-28 23:40:00,32.45,0.24,-0.61,32.08
D,4437,2020-10-28 23:45:00,31.47,0.23,-0.55,31.15
D,4437,2020-10-28 23:50:00,31.47,0.23,-0.55,31.15
D,4437,2020-10-28 23:55:00,26.43,0.23,-0.32,26.34
T,2016 lines
